"","occurrenceId","verbatimScientificName_.GRA.","scientificName","key","matchType","confidence","status","rank","kingdom","phylum","class","order","family","genus","species_.GBIF.","canonicalName","authorship","usageKey","acceptedUsageKey"
"7424",NA,"Phymaturus desuetus","Phymaturus desuetus Scolaro & Tappari, 2009",8229696,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus desuetus","Phymaturus desuetus","Scolaro & Tappari, 2009",8229696,8229696
"7425",NA,"Phymaturus dorsimaculatus","Phymaturus dorsimaculatus Lobo & Quinteros, 2005",2460209,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus dorsimaculatus","Phymaturus dorsimaculatus","Lobo & Quinteros, 2005",2460209,2460209
"7426",NA,"Phymaturus etheridgei","Phymaturus etheridgei Lobo, Abdala & Valdecantos, 2010",8045410,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus etheridgei","Phymaturus etheridgei","Lobo, Abdala & Valdecantos, 2010",8045410,8045410
"7427",NA,"Phymaturus excelsus","Phymaturus excelsus Lobo & Quinteros, 2005",2460210,"EXACT",100,"SYNONYM","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus spurcus","Phymaturus excelsus","Lobo & Quinteros, 2005",2460210,2460220
"7428",NA,"Phymaturus extrilidus","Phymaturus extrilidus Lobo, Espinoza, Sanabria & Quiroga, 2012",7932672,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus extrilidus","Phymaturus extrilidus","Lobo, Espinoza, Sanabria & Quiroga, 2012",7932672,7932672
"7429",NA,"Phymaturus felixi","Phymaturus felixi Lobo, Abdala & Valdecantos, 2010",7695184,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus felixi","Phymaturus felixi","Lobo, Abdala & Valdecantos, 2010",7695184,7695184
"7430",NA,"Phymaturus indistinctus","Phymaturus indistinctus Cei & Castro, 1973",2460211,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus indistinctus","Phymaturus indistinctus","Cei & Castro, 1973",2460211,2460211
"7431",NA,"Phymaturus laurenti","Phymaturus laurenti Lobo, Abdala & Valdecantos, 2010",7494270,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus laurenti","Phymaturus laurenti","Lobo, Abdala & Valdecantos, 2010",7494270,7494270
"7432",NA,"Phymaturus mallimaccii","Phymaturus mallimaccii Cei, 1980",2460222,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus mallimaccii","Phymaturus mallimaccii","Cei, 1980",2460222,2460222
"7433",NA,"Phymaturus manuelae","Phymaturus manuelae Scolaro",7380719,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus manuelae","Phymaturus manuelae","Scolaro",7380719,7380719
"7434",NA,"Phymaturus maulense","Phymaturus maulense Nuñez, Veloso, Espejo, Veloso, Cortes & Araya, 2010",8130334,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus maulense","Phymaturus maulense","Nuñez, Veloso, Espejo, Veloso, Cortes & Araya, 2010",8130334,8130334
"7435",NA,"Phymaturus nevadoi","Phymaturus nevadoi Cei & Roig, 1975",2460213,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus nevadoi","Phymaturus nevadoi","Cei & Roig, 1975",2460213,2460213
"7436",NA,"Phymaturus palluma","Phymaturus palluma (Molina, 1782)",2460207,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus palluma","Phymaturus palluma","(Molina, 1782) ",2460207,2460207
"7437",NA,"Phymaturus patagonicus","Phymaturus patagonicus Koslowsky, 1898",2460235,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus patagonicus","Phymaturus patagonicus","Koslowsky, 1898",2460235,2460235
"7438",NA,"Phymaturus payuniae","Phymaturus payuniae Cei & Castro, 1973",8370238,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus payuniae","Phymaturus payuniae","Cei & Castro, 1973",8370238,8370238
"7439",NA,"Phymaturus punae","Phymaturus punae Cei, Etheridge & Videla, 1985",2460203,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus punae","Phymaturus punae","Cei, Etheridge & Videla, 1985",2460203,2460203
"7440",NA,"Phymaturus querque","Phymaturus querque Lobo, Abdala & Valdecantos, 2010",8331518,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus querque","Phymaturus querque","Lobo, Abdala & Valdecantos, 2010",8331518,8331518
"7441",NA,"Phymaturus roigorum","Phymaturus roigorum Lobo & Abdala, 2007",7389123,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus roigorum","Phymaturus roigorum","Lobo & Abdala, 2007",7389123,7389123
"7442",NA,"Phymaturus sinervoi","Phymaturus sinervoi Scolaro, De La Cruz & Ibargüengoytía, 2012",7686637,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus sinervoi","Phymaturus sinervoi","Scolaro, De La Cruz & Ibargüengoytía, 2012",7686637,7686637
"7443",NA,"Phymaturus sitesi","Phymaturus sitesi Avila, Pérez, Perez & Morando, 2011",8121385,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus sitesi","Phymaturus sitesi","Avila, Pérez, Perez & Morando, 2011",8121385,8121385
"7444",NA,"Phymaturus somuncurensis","Phymaturus somuncurensis Cei & Castro, 1973",2460218,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus somuncurensis","Phymaturus somuncurensis","Cei & Castro, 1973",2460218,2460218
"7445",NA,"Phymaturus spectabilis","Phymaturus spectabilis Lobo & Quinteros, 2005",2460221,"EXACT",100,"SYNONYM","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus spurcus","Phymaturus spectabilis","Lobo & Quinteros, 2005",2460221,2460220
"7446",NA,"Phymaturus spurcus","Phymaturus spurcus Barbour, 1921",2460220,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus spurcus","Phymaturus spurcus","Barbour, 1921",2460220,2460220
"7447",NA,"Phymaturus tenebrosus","Phymaturus tenebrosus Lobo & Quinteros, 2005",2460234,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus tenebrosus","Phymaturus tenebrosus","Lobo & Quinteros, 2005",2460234,2460234
"7448",NA,"Phymaturus verdugo","Phymaturus verdugo Cei & Videla, 2003",2460208,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus verdugo","Phymaturus verdugo","Cei & Videla, 2003",2460208,2460208
"7449",NA,"Phymaturus videlai","Phymaturus videlai Scolaro & Pincheira-Donoso, 2010",8162159,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus videlai","Phymaturus videlai","Scolaro & Pincheira-Donoso, 2010",8162159,8162159
"7450",NA,"Phymaturus vociferator","Phymaturus vociferator Pincheira-Donoso, 2004",2460204,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus vociferator","Phymaturus vociferator","Pincheira-Donoso, 2004",2460204,2460204
"7451",NA,"Phymaturus williamsi","Phymaturus williamsi Lobo, Laspiur & Acosta, 2013",8455987,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus williamsi","Phymaturus williamsi","Lobo, Laspiur & Acosta, 2013",8455987,8455987
"7452",NA,"Phymaturus yachanana","Phymaturus yachanana Avila, Pérez, Minoli & Morando, 2014",8146360,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus yachanana","Phymaturus yachanana","Avila, Pérez, Minoli & Morando, 2014",8146360,8146360
"7453",NA,"Phymaturus zapalensis","Phymaturus zapalensis Cei & Castro, 1973",2460229,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus zapalensis","Phymaturus zapalensis","Cei & Castro, 1973",2460229,2460229
"7454",NA,"Physignathus cocincinus","Physignathus cocincinus Cuvier, 1829",2465402,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Physignathus","Physignathus cocincinus","Physignathus cocincinus","Cuvier, 1829",2465402,2465402
"7455",NA,"Pituophis catenifer","Pituophis catenifer (Blainville, 1835)",2453826,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Pituophis","Pituophis catenifer","Pituophis catenifer","(Blainville, 1835) ",2453826,2453826
"7456",NA,"Pituophis deppei","Pituophis deppei (Duméril, 1853)",9208361,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Pituophis","Pituophis deppei","Pituophis deppei","(Duméril, 1853) ",9208361,9208361
"7457",NA,"Pituophis insulanus","Pituophis insulanus (Klauber, 1946)",5789769,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Pituophis","Pituophis insulanus","Pituophis insulanus","(Klauber, 1946) ",5789769,5789769
"7458",NA,"Pituophis lineaticollis","Pituophis lineaticollis (Cope, 1861)",2453857,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Pituophis","Pituophis lineaticollis","Pituophis lineaticollis","(Cope, 1861) ",2453857,2453857
"7459",NA,"Pituophis melanoleucus","Pituophis melanoleucus (Daudin, 1803)",9187223,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Pituophis","Pituophis melanoleucus","Pituophis melanoleucus","(Daudin, 1803) ",9187223,9187223
"7460",NA,"Pituophis ruthveni","Pituophis ruthveni Stull, 1929",2453867,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Pituophis","Pituophis ruthveni","Pituophis ruthveni","Stull, 1929",2453867,2453867
"7461",NA,"Pituophis vertebralis","Pituophis vertebralis (Blainville, 1835)",2453836,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Pituophis","Pituophis vertebralis","Pituophis vertebralis","(Blainville, 1835) ",2453836,2453836
"7462",NA,"Placosoma cipoense","Placosoma cipoense Cunha, 1966",5222375,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gymnophthalmidae","Placosoma","Placosoma cipoense","Placosoma cipoense","Cunha, 1966",5222375,5222375
"7463",NA,"Placosoma cordylinum","Placosoma cordylinum Tschudi, 1847",10970316,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gymnophthalmidae","Placosoma","Placosoma cordylinum","Placosoma cordylinum","Tschudi, 1847",10970316,10970316
"7464",NA,"Placosoma glabellum","Placosoma glabellum (Peters, 1870)",5222371,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gymnophthalmidae","Placosoma","Placosoma glabellum","Placosoma glabellum","(Peters, 1870) ",5222371,5222371
"7465",NA,"Plagiopholis blakewayi","Plagiopholis blakewayi Boulenger, 1893",2453225,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Plagiopholis","Plagiopholis blakewayi","Plagiopholis blakewayi","Boulenger, 1893",2453225,2453225
"7466",NA,"Plagiopholis delacouri","Plagiopholis delacouri Angel, 1929",2453219,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Plagiopholis","Plagiopholis delacouri","Plagiopholis delacouri","Angel, 1929",2453219,2453219
"7467",NA,"Plagiopholis nuchalis","Plagiopholis nuchalis (Boulenger, 1893)",2453223,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Plagiopholis","Plagiopholis nuchalis","Plagiopholis nuchalis","(Boulenger, 1893) ",2453223,2453223
"7468",NA,"Plagiopholis styani","Plagiopholis styani (Boulenger, 1899)",2453222,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Plagiopholis","Plagiopholis styani","Plagiopholis styani","(Boulenger, 1899) ",2453222,2453222
"7469",NA,"Platemys platycephala","Platemys platycephala (Schneider, 1792)",5960988,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Testudines",NA,"Chelidae","Platemys","Platemys platycephala","Platemys platycephala","(Schneider, 1792) ",5960988,5960988
"7470",NA,"Platyceps afarensis","Platyceps afarensis Schätti & Ineich, 2004",7763779,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps afarensis","Platyceps afarensis","Schätti & Ineich, 2004",7763779,7763779
"7471",NA,"Platyceps brevis","Platyceps brevis (Boulenger, 1895)",7690293,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps brevis","Platyceps brevis","(Boulenger, 1895) ",7690293,7690293
"7472",NA,"Platyceps collaris","Platyceps collaris (Müller, 1878)",5223125,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps collaris","Platyceps collaris","(Müller, 1878) ",5223125,5223125
"7473",NA,"Platyceps elegantissimus","Platyceps elegantissimus (Günther, 1878)",5223576,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps elegantissimus","Platyceps elegantissimus","(Günther, 1878) ",5223576,5223576
"7474",NA,"Platyceps florulentus","Platyceps florulentus (Geoffroy Saint-Hilaire, 1827)",5223131,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps florulentus","Platyceps florulentus","(Geoffroy Saint-Hilaire, 1827) ",5223131,5223131
"7475",NA,"Platyceps karelini","Platyceps karelini (Brandt, 1838)",5223133,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps karelini","Platyceps karelini","(Brandt, 1838) ",5223133,5223133
"7476",NA,"Platyceps largeni","Platyceps largeni (Schätti, 2001)",8423278,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps largeni","Platyceps largeni","(Schätti, 2001) ",8423278,8423278
"7477",NA,"Platyceps messanai","Platyceps messanai (Schätti & Lanza, 1989)",7411740,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps messanai","Platyceps messanai","(Schätti & Lanza, 1989) ",7411740,7411740
"7478",NA,"Platyceps najadum","Platyceps najadum (Eichwald, 1831)",5223135,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps najadum","Platyceps najadum","(Eichwald, 1831) ",5223135,5223135
"7479",NA,"Platyceps noeli","Platyceps noeli Schätti, Tillack & Kucharzewski, 2014",9532831,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps noeli","Platyceps noeli","Schätti, Tillack & Kucharzewski, 2014",9532831,9532831
"7480",NA,"Platyceps rhodorachis","Platyceps rhodorachis (Jan, 1863)",5223134,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps rhodorachis","Platyceps rhodorachis","(Jan, 1863) ",5223134,5223134
"7481",NA,"Platyceps rogersi","Platyceps rogersi (Anderson, 1893)",5223132,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps rogersi","Platyceps rogersi","(Anderson, 1893) ",5223132,5223132
"7482",NA,"Platyceps saharicus","Platyceps saharicus (Schätti & Mccarthy, 2004)",5223127,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps saharicus","Platyceps saharicus","(Schätti & Mccarthy, 2004) ",5223127,5223127
"7483",NA,"Platyceps sinai","Platyceps sinai (Schmidt & Marx, 1956)",7401768,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps sinai","Platyceps sinai","(Schmidt & Marx, 1956) ",7401768,7401768
"7484",NA,"Platyceps sindhensis","Platyceps sindhensis Schätti, Tillack & Kucharzewski, 2014",9471723,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps sindhensis","Platyceps sindhensis","Schätti, Tillack & Kucharzewski, 2014",9471723,9471723
"7485",NA,"Platyceps somalicus","Platyceps somalicus (Boulenger, 1896)",7500328,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps somalicus","Platyceps somalicus","(Boulenger, 1896) ",7500328,7500328
"7486",NA,"Platyceps variabilis","Platyceps variabilis (Boulenger, 1905)",8423544,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps variabilis","Platyceps variabilis","(Boulenger, 1905) ",8423544,8423544
"7487",NA,"Platyceps ventromaculatus","Platyceps ventromaculatus (Gray, 1834)",5223128,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Platyceps","Platyceps ventromaculatus","Platyceps ventromaculatus","(Gray, 1834) ",5223128,5223128
"7488",NA,"Platyplectrurus madurensis","Platyplectrurus madurensis Beddome, 1877",2448709,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Uropeltidae","Platyplectrurus","Platyplectrurus madurensis","Platyplectrurus madurensis","Beddome, 1877",2448709,2448709
"7489",NA,"Platyplectrurus trilineatus","Platyplectrurus trilineatus (Beddome, 1867)",2448714,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Uropeltidae","Platyplectrurus","Platyplectrurus trilineatus","Platyplectrurus trilineatus","(Beddome, 1867) ",2448714,2448714
"7490",NA,"Platysaurus attenboroughi","Platysaurus attenboroughi Whiting, Branch, Pepper & Keogh, 2015",8549387,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Platysaurus","Platysaurus attenboroughi","Platysaurus attenboroughi","Whiting, Branch, Pepper & Keogh, 2015",8549387,8549387
"7491",NA,"Platysaurus broadleyi","Platysaurus broadleyi Branch & Whiting, 1997",5227171,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Platysaurus","Platysaurus broadleyi","Platysaurus broadleyi","Branch & Whiting, 1997",5227171,5227171
"7492",NA,"Platysaurus capensis","Platysaurus capensis Smith, 1844",5227178,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Platysaurus","Platysaurus capensis","Platysaurus capensis","Smith, 1844",5227178,5227178
"7493",NA,"Platysaurus guttatus","Platysaurus guttatus Smith, 1849",5227140,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Platysaurus","Platysaurus guttatus","Platysaurus guttatus","Smith, 1849",5227140,5227140
"7494",NA,"Platysaurus imperator","Platysaurus imperator Broadley, 1962",5227172,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Platysaurus","Platysaurus imperator","Platysaurus imperator","Broadley, 1962",5227172,5227172
"7495",NA,"Platysaurus intermedius","Platysaurus intermedius Matschie, 1891",5227141,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Platysaurus","Platysaurus intermedius","Platysaurus intermedius","Matschie, 1891",5227141,5227141
"7496",NA,"Platysaurus lebomboensis","Platysaurus lebomboensis Jacobsen, 1994",5227173,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Platysaurus","Platysaurus lebomboensis","Platysaurus lebomboensis","Jacobsen, 1994",5227173,5227173
"7497",NA,"Platysaurus maculatus","Platysaurus maculatus Broadley, 1965",5227159,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Platysaurus","Platysaurus maculatus","Platysaurus maculatus","Broadley, 1965",5227159,5227159
"7498",NA,"Platysaurus minor","Platysaurus minor Fitzsimons, 1930",5227174,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Platysaurus","Platysaurus minor","Platysaurus minor","Fitzsimons, 1930",5227174,5227174
"7499",NA,"Platysaurus mitchelli","Platysaurus mitchelli Loveridge, 1953",5227179,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Platysaurus","Platysaurus mitchelli","Platysaurus mitchelli","Loveridge, 1953",5227179,5227179
"7500",NA,"Platysaurus monotropis","Platysaurus monotropis Jacobsen, 1994",5227162,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Platysaurus","Platysaurus monotropis","Platysaurus monotropis","Jacobsen, 1994",5227162,5227162
