occurrenceId,verbatimScientificName_(GRA),scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species_(GBIF),canonicalName,authorship,usageKey,acceptedUsageKey
,Bachia micromela,"Bachia micromela Rodrigues, Pavan & Curcio, 2007",8218360,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia micromela,Bachia micromela,"Rodrigues, Pavan & Curcio, 2007",8218360,
,Bachia oxyrhina,"Bachia oxyrhina Rodrigues, Camacho, Sales-Nunes, Sousa Recoder, Teixeira Jr., Valdujo, Ghellere, Mott & Nogueira, 2008",7613327,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia oxyrhina,Bachia oxyrhina,"Rodrigues, Camacho, Sales-Nunes, Sousa Recoder, Teixeira Jr., Valdujo, Ghellere, Mott & Nogueira, 2008",7613327,
,Bachia pallidiceps,"Bachia pallidiceps (Cope, 1862)",5222312,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia pallidiceps,Bachia pallidiceps,"(Cope, 1862) ",5222312,
,Bachia panoplia,"Bachia panoplia Thomas, 1965",5222325,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia panoplia,Bachia panoplia,"Thomas, 1965",5222325,
,Bachia peruana,"Bachia peruana (Werner, 1901)",5222327,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia peruana,Bachia peruana,"(Werner, 1901) ",5222327,
,Bachia psamophila,"Bachia psamophila Rodrigues, Pavan & Curcio, 2007",8390864,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia psamophila,Bachia psamophila,"Rodrigues, Pavan & Curcio, 2007",8390864,
,Bachia pyburni,"Bachia pyburni Kizirian & Mcdiarmid, 1998",5222332,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia pyburni,Bachia pyburni,"Kizirian & Mcdiarmid, 1998",5222332,
,Bachia scaea,"Bachia scaea Teixeira, Dal Vechio, Sales-Nunes, Mollo-Neto, Moreira-Lobo, Storti, Junqueira-Gaiga, Freire-Dias & Rodrigues, 2013",8662736,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia scaea,Bachia scaea,"Teixeira, Dal Vechio, Sales-Nunes, Mollo-Neto, Moreira-Lobo, Storti, Junqueira-Gaiga, Freire-Dias & Rodrigues, 2013",8662736,
,Bachia scolecoides,"Bachia scolecoides Vanzolini, 1961",5222340,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia scolecoides,Bachia scolecoides,"Vanzolini, 1961",5222340,
,Bachia talpa,"Bachia talpa Ruthven, 1925",5222341,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia talpa,Bachia talpa,"Ruthven, 1925",5222341,
,Bachia trinitatis,"Bachia trinitatis (Barbour, 1914)",10840898,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia trinitatis,Bachia trinitatis,"(Barbour, 1914) ",10840898,
,Bachia trisanale,"Bachia trisanale (Cope, 1868)",5222343,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia trisanale,Bachia trisanale,"(Cope, 1868) ",5222343,
,Bachia whitei,"Bachia whitei Murphy, Salvi, Santos, Braswell, Charles, Borzée & Jowers, 2019",10850061,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia whitei,Bachia whitei,"Murphy, Salvi, Santos, Braswell, Charles, Borzée & Jowers, 2019",10850061,
,Baikia africana,"Baikia africana Gray, 1865",2473068,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Amphisbaenidae,Baikia,Baikia africana,Baikia africana,"Gray, 1865",2473068,
,Bamanophis dorri,"Bamanophis dorri (Lataste, 1888)",7503019,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Bamanophis,Bamanophis dorri,Bamanophis dorri,"(Lataste, 1888) ",7503019,
,Barisia herrerae,"Barisia herrerae Zaldîvar-Riverón & Nieto-Montes De Oca, 2002",2468473,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Anguidae,Barisia,Barisia herrerae,Barisia herrerae,"Zaldîvar-Riverón & Nieto-Montes De Oca, 2002",2468473,
,Barisia imbricata,"Barisia imbricata (Wiegmann, 1828)",2468455,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Anguidae,Barisia,Barisia imbricata,Barisia imbricata,"(Wiegmann, 1828) ",2468455,
,Barisia levicollis,"Barisia levicollis Stejneger, 1890",2468474,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Anguidae,Barisia,Barisia levicollis,Barisia levicollis,"Stejneger, 1890",2468474,
,Barisia rudicollis,"Barisia rudicollis (Wiegmann, 1828)",2468470,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Anguidae,Barisia,Barisia rudicollis,Barisia rudicollis,"(Wiegmann, 1828) ",2468470,
,Barkudia insularis,"Barkudia insularis Annandale, 1917",2464025,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Barkudia,Barkudia insularis,Barkudia insularis,"Annandale, 1917",2464025,
,Barkudia melanosticta,"Barkudia melanosticta (Schneider, 1801)",2464023,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Barkudia,Barkudia melanosticta,Barkudia melanosticta,"(Schneider, 1801) ",2464023,
,Basiliscus basiliscus,"Basiliscus basiliscus (Linnaeus, 1758)",5221813,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Corytophanidae,Basiliscus,Basiliscus basiliscus,Basiliscus basiliscus,"(Linnaeus, 1758) ",5221813,
,Basiliscus galeritus,"Basiliscus galeritus Duméril, 1851",5221811,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Corytophanidae,Basiliscus,Basiliscus galeritus,Basiliscus galeritus,"Duméril, 1851",5221811,
,Basiliscus plumifrons,"Basiliscus plumifrons Cope, 1875",5221810,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Corytophanidae,Basiliscus,Basiliscus plumifrons,Basiliscus plumifrons,"Cope, 1875",5221810,
,Basiliscus vittatus,"Basiliscus vittatus Wiegmann, 1828",5221821,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Corytophanidae,Basiliscus,Basiliscus vittatus,Basiliscus vittatus,"Wiegmann, 1828",5221821,
,Batagur affinis,"Batagur affinis (Cantor, 1847)",7759753,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Testudines,,Geoemydidae,Batagur,Batagur affinis,Batagur affinis,"(Cantor, 1847) ",7759753,
,Batagur baska,"Batagur baska (Gray, 1831)",2443698,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Testudines,,Geoemydidae,Batagur,Batagur baska,Batagur baska,"(Gray, 1831) ",2443698,
,Batagur borneoensis,"Batagur borneoensis (Schlegel & Müller, 1844)",5789403,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Testudines,,Geoemydidae,Batagur,Batagur borneoensis,Batagur borneoensis,"(Schlegel & Müller, 1844) ",5789403,
,Batagur dhongoka,"Batagur dhongoka (Gray, 1834)",5789404,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Testudines,,Geoemydidae,Batagur,Batagur dhongoka,Batagur dhongoka,"(Gray, 1834) ",5789404,
,Batagur kachuga,"Batagur kachuga (Gray, 1831)",5789402,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Testudines,,Geoemydidae,Batagur,Batagur kachuga,Batagur kachuga,"(Gray, 1831) ",5789402,
,Batagur trivittata,"Batagur trivittata (Duméril & Bibron, 1835)",5789401,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Testudines,,Geoemydidae,Batagur,Batagur trivittata,Batagur trivittata,"(Duméril & Bibron, 1835) ",5789401,
,Bavayia crassicollis,"Bavayia crassicollis Roux, 1913",2446822,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Diplodactylidae,Bavayia,Bavayia crassicollis,Bavayia crassicollis,"Roux, 1913",2446822,
,Bavayia cyclura,"Bavayia cyclura (Günther, 1872)",2446811,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Diplodactylidae,Bavayia,Bavayia cyclura,Bavayia cyclura,"(Günther, 1872) ",2446811,
,Bavayia exsuccida,"Bavayia exsuccida Bauer, Whitaker & Sadlier, 1998",2446834,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Diplodactylidae,Bavayia,Bavayia exsuccida,Bavayia exsuccida,"Bauer, Whitaker & Sadlier, 1998",2446834,
,Bavayia geitaina,"Bavayia geitaina Wright, Bauer & Sadlier, 2000",2446821,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Diplodactylidae,Bavayia,Bavayia geitaina,Bavayia geitaina,"Wright, Bauer & Sadlier, 2000",2446821,
,Bavayia goroensis,"Bavayia goroensis Bauer, Jackman, Sadlier, Shea & Whitaker, 2008",6066787,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Diplodactylidae,Bavayia,Bavayia goroensis,Bavayia goroensis,"Bauer, Jackman, Sadlier, Shea & Whitaker, 2008",6066787,
,Bavayia montana,"Bavayia montana Roux, 1913",2446826,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Diplodactylidae,Bavayia,Bavayia montana,Bavayia montana,"Roux, 1913",2446826,
,Bavayia nubila,"Bavayia nubila Bauer, Sadlier, Jackman & Shea, 2012",7713759,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Diplodactylidae,Bavayia,Bavayia nubila,Bavayia nubila,"Bauer, Sadlier, Jackman & Shea, 2012",7713759,
,Bavayia ornata,"Bavayia ornata Roux, 1913",2446817,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Diplodactylidae,Bavayia,Bavayia ornata,Bavayia ornata,"Roux, 1913",2446817,
,Bavayia pulchella,"Bavayia pulchella Bauer, Whitaker & Sadlier, 1998",2446810,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Diplodactylidae,Bavayia,Bavayia pulchella,Bavayia pulchella,"Bauer, Whitaker & Sadlier, 1998",2446810,
,Bavayia robusta,"Bavayia robusta Wright, Bauer & Sadlier, 2000",2446828,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Diplodactylidae,Bavayia,Bavayia robusta,Bavayia robusta,"Wright, Bauer & Sadlier, 2000",2446828,
,Bavayia sauvagii,"Bavayia sauvagii (Boulenger, 1883)",2446819,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Diplodactylidae,Bavayia,Bavayia sauvagii,Bavayia sauvagii,"(Boulenger, 1883) ",2446819,
,Bavayia septuiclavis,"Bavayia septuiclavis Sadlier, 1989",2446824,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Diplodactylidae,Bavayia,Bavayia septuiclavis,Bavayia septuiclavis,"Sadlier, 1989",2446824,
,Bellatorias frerei,"Bellatorias frerei (Günther, 1897)",8058226,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Bellatorias,Bellatorias frerei,Bellatorias frerei,"(Günther, 1897) ",8058226,
,Bellatorias major,"Bellatorias major (Gray, 1845)",8257899,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Bellatorias,Bellatorias major,Bellatorias major,"(Gray, 1845) ",8257899,
,Bellatorias obiri,"Bellatorias obiri (Wells & Wellington, 1985)",7876431,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Bellatorias,Bellatorias obiri,Bellatorias obiri,"(Wells & Wellington, 1985) ",7876431,
,Bipes biporus,"Bipes biporus (Cope, 1894)",5222409,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Bipedidae,Bipes,Bipes biporus,Bipes biporus,"(Cope, 1894) ",5222409,
,Bipes canaliculatus,"Bipes canaliculatus Latreille, 1801",7356571,EXACT,99,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Bipedidae,Bipes,Bipes canaliculatus,Bipes canaliculatus,"Latreille, 1801",7356571,
,Bipes tridactylus,"Bipes tridactylus (Dugès, 1894)",5222402,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Bipedidae,Bipes,Bipes tridactylus,Bipes tridactylus,"(Dugès, 1894) ",5222402,
,Bitis albanica,"Bitis albanica Hewitt, 1937",2444891,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis albanica,Bitis albanica,"Hewitt, 1937",2444891,
,Bitis arietans,"Bitis arietans Merrem, 1820",8901465,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis arietans,Bitis arietans,"Merrem, 1820",8901465,
,Bitis armata,"Bitis armata (Smith, 1826)",2444854,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis armata,Bitis armata,"(Smith, 1826) ",2444854,
,Bitis atropos,"Bitis atropos (Linnaeus, 1758)",2444884,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis atropos,Bitis atropos,"(Linnaeus, 1758) ",2444884,
,Bitis caudalis,"Bitis caudalis (Smith, 1839)",2444829,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis caudalis,Bitis caudalis,"(Smith, 1839) ",2444829,
,Bitis cornuta,"Bitis cornuta (Daudin, 1803)",2444846,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis cornuta,Bitis cornuta,"(Daudin, 1803) ",2444846,
,Bitis gabonica,"Bitis gabonica Duméril, Bibron & Duméril, 1854",9102011,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis gabonica,Bitis gabonica,"Duméril, Bibron & Duméril, 1854",9102011,
,Bitis heraldica,"Bitis heraldica (Bocage, 1889)",2444868,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis heraldica,Bitis heraldica,"(Bocage, 1889) ",2444868,
,Bitis inornata,"Bitis inornata (Smith, 1838)",2444837,EXACT,99,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis inornata,Bitis inornata,"(Smith, 1838) ",2444837,
,Bitis nasicornis,"Bitis nasicornis (Shaw & Nodder, 1792)",2444873,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis nasicornis,Bitis nasicornis,"(Shaw & Nodder, 1792) ",2444873,
,Bitis parviocula,"Bitis parviocula Böhme, 1976",8305299,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis parviocula,Bitis parviocula,"Böhme, 1976",8305299,
,Bitis peringueyi,"Bitis peringueyi (Boulenger, 1888)",2444888,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis peringueyi,Bitis peringueyi,"(Boulenger, 1888) ",2444888,
,Bitis rhinoceros,"Bitis rhinoceros (Schlegel, 1855)",2444859,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis rhinoceros,Bitis rhinoceros,"(Schlegel, 1855) ",2444859,
,Bitis rubida,"Bitis rubida Branch, 1997",2444831,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis rubida,Bitis rubida,"Branch, 1997",2444831,
,Bitis schneideri,"Bitis schneideri (Boettger, 1886)",2444879,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis schneideri,Bitis schneideri,"(Boettger, 1886) ",2444879,
,Bitis worthingtoni,"Bitis worthingtoni Parker, 1932",2444883,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis worthingtoni,Bitis worthingtoni,"Parker, 1932",2444883,
,Bitis xeropaga,"Bitis xeropaga Haacke, 1975",2444890,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Bitis,Bitis xeropaga,Bitis xeropaga,"Haacke, 1975",2444890,
,Blaesodactylus ambonihazo,"Blaesodactylus ambonihazo Bauer, Glaw, Gehring & Vences, 2011",6066693,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Blaesodactylus,Blaesodactylus ambonihazo,Blaesodactylus ambonihazo,"Bauer, Glaw, Gehring & Vences, 2011",6066693,
,Blaesodactylus antongilensis,"Blaesodactylus antongilensis (Böhme & Meier, 1980)",2447121,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Blaesodactylus,Blaesodactylus antongilensis,Blaesodactylus antongilensis,"(Böhme & Meier, 1980) ",2447121,
,Blaesodactylus boivini,"Blaesodactylus boivini (Duméril, 1856)",2447116,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Blaesodactylus,Blaesodactylus boivini,Blaesodactylus boivini,"(Duméril, 1856) ",2447116,
,Blaesodactylus sakalava,"Blaesodactylus sakalava (Grandidier, 1867)",2447114,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Blaesodactylus,Blaesodactylus sakalava,Blaesodactylus sakalava,"(Grandidier, 1867) ",2447114,
,Blanus cinereus,"Blanus cinereus Vandelli, 1797",2473222,EXACT,99,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Blanidae,Blanus,Blanus cinereus,Blanus cinereus,"Vandelli, 1797",2473222,
,Blanus mettetali,"Blanus mettetali Bons, 1963",2473229,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Blanidae,Blanus,Blanus mettetali,Blanus mettetali,"Bons, 1963",2473229,
,Blanus strauchi,"Blanus strauchi (Bedriaga, 1884)",2473227,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Blanidae,Blanus,Blanus strauchi,Blanus strauchi,"(Bedriaga, 1884) ",2473227,
,Blanus tingitanus,"Blanus tingitanus Busack, 1988",2473226,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Blanidae,Blanus,Blanus tingitanus,Blanus tingitanus,"Busack, 1988",2473226,
,Blythia hmuifang,"Blythia hmuifang Vogel, Lalremsanga & Vanlalhrima, 2017",9620876,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Blythia,Blythia hmuifang,Blythia hmuifang,"Vogel, Lalremsanga & Vanlalhrima, 2017",9620876,
,Blythia reticulata,"Blythia reticulata (Blyth, 1854)",5224559,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Blythia,Blythia reticulata,Blythia reticulata,"(Blyth, 1854) ",5224559,
,Boa constrictor,"Boa constrictor Linnaeus, 1758",2464899,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Boidae,Boa,Boa constrictor,Boa constrictor,"Linnaeus, 1758",2464899,
,Boa imperator,"Boa imperator Daudin, 1803",2464915,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Boidae,Boa,Boa imperator,Boa imperator,"Daudin, 1803",2464915,
,Boa nebulosa,"Boa nebulosa (Lazell, 1964)",8823175,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Boidae,Boa,Boa nebulosa,Boa nebulosa,"(Lazell, 1964) ",8823175,
,Boa orophias,"Boa orophias Linnaeus, 1758",4820500,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Boidae,Boa,Boa orophias,Boa orophias,"Linnaeus, 1758",4820500,
,Boaedon capensis,"Boaedon capensis Duméril, Bibron & Duméril, 1854",9632100,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lamprophiidae,Boaedon,Boaedon capensis,Boaedon capensis,"Duméril, Bibron & Duméril, 1854",9632100,
,Boaedon fuliginosus,"Boaedon fuliginosus (Boie, 1827)",2455885,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lamprophiidae,Boaedon,Boaedon fuliginosus,Boaedon fuliginosus,"(Boie, 1827) ",2455885,
,Boaedon lineatus,"Boaedon lineatus Duméril, Bibron & Duméril, 1854",7772778,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lamprophiidae,Boaedon,Boaedon lineatus,Boaedon lineatus,"Duméril, Bibron & Duméril, 1854",7772778,
,Boaedon littoralis,"Boaedon littoralis Trape & Mediannikov, 2016",10628424,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lamprophiidae,Boaedon,Boaedon littoralis,Boaedon littoralis,"Trape & Mediannikov, 2016",10628424,
,Boaedon longilinetaus,"Boaedon longilineatus Trape & Mediannikov, 2016",10055958,FUZZY,96,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lamprophiidae,Boaedon,Boaedon longilineatus,Boaedon longilineatus,"Trape & Mediannikov, 2016",10055958,
,Boaedon maculatus,"Boaedon maculatus Parker, 1932",2455857,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lamprophiidae,Boaedon,Boaedon maculatus,Boaedon maculatus,"Parker, 1932",2455857,
,Boaedon olivaceus,"Boaedon olivaceus (Duméril, 1856)",2455907,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lamprophiidae,Boaedon,Boaedon olivaceus,Boaedon olivaceus,"(Duméril, 1856) ",2455907,
,Boaedon paralineatus,"Boaedon paralineatus Trape & Mediannikov, 2016",10300048,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lamprophiidae,Boaedon,Boaedon paralineatus,Boaedon paralineatus,"Trape & Mediannikov, 2016",10300048,
,Boaedon perisilvestris,"Boaedon perisilvestris Trape & Mediannikov, 2016",9988187,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lamprophiidae,Boaedon,Boaedon perisilvestris,Boaedon perisilvestris,"Trape & Mediannikov, 2016",9988187,
,Boaedon radfordi,"Boaedon radfordi Greenbaum, Portillo, Jackson & Kusamba, 2015",8746198,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lamprophiidae,Boaedon,Boaedon radfordi,Boaedon radfordi,"Greenbaum, Portillo, Jackson & Kusamba, 2015",8746198,
,Boaedon subflavus,"Boaedon subflavus Trape & Mediannikov, 2016",10383091,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lamprophiidae,Boaedon,Boaedon subflavus,Boaedon subflavus,"Trape & Mediannikov, 2016",10383091,
,Boaedon upembae,"Boaedon upembae (Laurent, 1954)",9270724,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lamprophiidae,Boaedon,Boaedon upembae,Boaedon upembae,"(Laurent, 1954) ",9270724,
,Boaedon virgatus,"Boaedon virgatus (Hallowell, 1854)",2455874,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lamprophiidae,Boaedon,Boaedon virgatus,Boaedon virgatus,"(Hallowell, 1854) ",2455874,
,Bogertophis rosaliae,"Bogertophis rosaliae (Mocquard, 1899)",2455486,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Bogertophis,Bogertophis rosaliae,Bogertophis rosaliae,"(Mocquard, 1899) ",2455486,
,Bogertophis subocularis,"Bogertophis subocularis (Brown, 1901)",2455479,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Bogertophis,Bogertophis subocularis,Bogertophis subocularis,"(Brown, 1901) ",2455479,
,Boiga andamanensis,"Boiga andamanensis (Wall, 1909)",8077737,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Boiga,Boiga andamanensis,Boiga andamanensis,"(Wall, 1909) ",8077737,
,Boiga angulata,"Boiga angulata (Peters, 1861)",2457878,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Boiga,Boiga angulata,Boiga angulata,"(Peters, 1861) ",2457878,
,Boiga barnesii,"Boiga barnesii (Günther, 1869)",2457867,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Boiga,Boiga barnesii,Boiga barnesii,"(Günther, 1869) ",2457867,
,Boiga beddomei,"Boiga beddomei (Wall, 1909)",2457896,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Boiga,Boiga beddomei,Boiga beddomei,"(Wall, 1909) ",2457896,
,Boiga bengkuluensis,"Boiga bengkuluensis Orlov, Kudryavtzev, Ryabov & Shumakov, 2003",2457980,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Boiga,Boiga bengkuluensis,Boiga bengkuluensis,"Orlov, Kudryavtzev, Ryabov & Shumakov, 2003",2457980,
